FALSE,"?1,679,342.00",21×ù1903ºÅ,126.77,"?13,247.16","?503,802.60","?1,175,539.40"
FALSE,"?1,683,145.00",21×ù1803ºÅ,126.77,"?13,277.16","?504,943.50","?1,178,201.50"
FALSE,"?1,684,410.00",21×ù1503ºÅ,126.77,"?13,287.13","?505,323.00","?1,179,087.00"
FALSE,"?1,686,597.00",20×ù602ºÅ,126.83,"?13,298.09","?505,979.10","?1,180,617.90"
FALSE,"?1,686,949.00",21×ù1603ºÅ,126.77,"?13,307.16","?506,084.70","?1,180,864.30"
FALSE,"?1,686,949.00",21×ù1703ºÅ,126.77,"?13,307.16","?506,084.70","?1,180,864.30"
FALSE,"?1,723,178.00",20×ù2402ºÅ,126.83,"?13,586.52","?516,953.40","?1,206,224.60"
FALSE,"?1,723,387.00",20×ù2802ºÅ,126.83,"?13,588.17","?517,016.10","?1,206,370.90"
FALSE,"?1,727,191.00",20×ù2702ºÅ,126.83,"?13,618.16","?518,157.30","?1,209,033.70"
FALSE,"?1,730,994.00",20×ù2602ºÅ,126.83,"?13,648.14","?519,298.20","?1,211,695.80"
FALSE,"?1,734,798.00",20×ù2502ºÅ,126.83,"?13,678.14","?520,439.40","?1,214,358.60"
FALSE,"?1,742,405.00",20×ù702ºÅ,126.83,"?13,738.11","?522,721.50","?1,219,683.50"
FALSE,"?1,742,405.00",20×ù2302ºÅ,126.83,"?13,738.11","?522,721.50","?1,219,683.50"
FALSE,"?1,744,497.00",21×ù201ºÅ,139.77,"?12,481.20","?523,349.10","?1,221,147.90"
FALSE,"?1,744,687.00",20×ù1402ºÅ,126.83,"?13,756.11","?523,406.10","?1,221,280.90"
FALSE,"?1,744,953.00",20×ù802ºÅ,126.83,"?13,758.20","?523,485.90","?1,221,467.10"
FALSE,"?1,746,209.00",20×ù2202ºÅ,126.83,"?13,768.11","?523,862.70","?1,222,346.30"
FALSE,"?1,747,521.00",20×ù902ºÅ,126.83,"?13,778.45","?524,256.30","?1,223,264.70"
FALSE,"?1,750,012.00",20×ù1002ºÅ,126.83,"?13,798.09","?525,003.60","?1,225,008.40"
FALSE,"?1,750,012.00",20×ù2102ºÅ,126.83,"?13,798.09","?525,003.60","?1,225,008.40"
FALSE,"?1,752,560.00",20×ù1102ºÅ,126.83,"?13,818.18","?525,768.00","?1,226,792.00"
FALSE,"?1,753,816.00",20×ù2002ºÅ,126.83,"?13,828.08","?526,144.80","?1,227,671.20"
FALSE,"?1,755,128.00",20×ù1202ºÅ,126.83,"?13,838.43","?526,538.40","?1,228,589.60"
FALSE,"?1,757,619.00",20×ù1302ºÅ,126.83,"?13,858.07","?527,285.70","?1,230,333.30"
FALSE,"?1,757,619.00",20×ù1902ºÅ,126.83,"?13,858.07","?527,285.70","?1,230,333.30"
FALSE,"?1,761,423.00",20×ù1802ºÅ,126.83,"?13,888.06","?528,426.90","?1,232,996.10"
FALSE,"?1,762,735.00",20×ù1502ºÅ,126.83,"?13,898.41","?528,820.50","?1,233,914.50"
FALSE,"?1,765,236.00",20×ù1602ºÅ,126.83,"?13,918.13","?529,570.80","?1,235,665.20"
FALSE,"?1,765,236.00",20×ù1702ºÅ,126.83,"?13,918.13","?529,570.80","?1,235,665.20"
FALSE,"?1,770,437.00",20×ù403ºÅ,131.48,"?13,465.45","?531,131.10","?1,239,305.90"
FALSE,"?1,772,434.00",21×ù301ºÅ,139.77,"?12,681.08","?531,730.20","?1,240,703.80"
FALSE,"?1,781,867.00",21×ù401ºÅ,139.77,"?12,748.57","?534,560.10","?1,247,306.90"
FALSE,"?1,799,535.00",21×ù303ºÅ,126.77,"?14,195.27","?539,860.50","?1,259,674.50"
FALSE,"?1,807,836.00",20×ù201ºÅ,139.83,"?12,928.81","?542,350.80","?1,265,485.20"
FALSE,"?1,826,635.00",20×ù503ºÅ,131.48,"?13,892.87","?547,990.50","?1,278,644.50"
FALSE,"?1,835,859.00",20×ù301ºÅ,139.83,"?13,129.22","?550,757.70","?1,285,101.30"
FALSE,"?1,839,757.00",20×ù603ºÅ,131.48,"?13,992.68","?551,927.10","?1,287,829.90"
FALSE,"?1,842,325.00",21×ù501ºÅ,139.77,"?13,181.12","?552,697.50","?1,289,627.50"
FALSE,"?1,845,273.00",20×ù401ºÅ,139.83,"?13,196.55","?553,581.90","?1,291,691.10"
FALSE,"?1,846,052.00",21×ù302ºÅ,131.42,"?14,046.96","?553,815.60","?1,292,236.40"
FALSE,"?1,856,303.00",21×ù601ºÅ,139.77,"?13,281.13","?556,890.90","?1,299,412.10"
FALSE,"?1,876,937.00",20×ù2403ºÅ,131.48,"?14,275.46","?563,081.10","?1,313,855.90"
FALSE,"?1,877,888.00",20×ù2803ºÅ,131.48,"?14,282.69","?563,366.40","?1,314,521.60"
FALSE,"?1,878,649.00",20×ù302ºÅ,126.83,"?14,812.34","?563,594.70","?1,315,054.30"
FALSE,"?1,881,806.00",20×ù2703ºÅ,131.48,"?14,312.49","?564,541.80","?1,317,264.20"
FALSE,"?1,885,781.00",20×ù2603ºÅ,131.48,"?14,342.72","?565,734.30","?1,320,046.70"
FALSE,"?1,889,698.00",20×ù2503ºÅ,131.48,"?14,372.51","?566,909.40","?1,322,788.60"
FALSE,"?1,895,099.00",21×ù2401ºÅ,139.77,"?13,558.70","?568,529.70","?1,326,569.30"
FALSE,"?1,896,830.00",21×ù2801ºÅ,139.77,"?13,571.08","?569,049.00","?1,327,781.00"
FALSE,"?1,897,591.00",20×ù703ºÅ,131.48,"?14,432.54","?569,277.30","?1,328,313.70"
FALSE,"?1,897,591.00",20×ù2303ºÅ,131.48,"?14,432.54","?569,277.30","?1,328,313.70"
FALSE,"?1,899,283.00",20×ù1403ºÅ,131.48,"?14,445.41","?569,784.90","?1,329,498.10"
FALSE,"?1,900,234.00",20×ù803ºÅ,131.48,"?14,452.65","?570,070.20","?1,330,163.80"
FALSE,"?1,901,023.00",21×ù2701ºÅ,139.77,"?13,601.08","?570,306.90","?1,330,716.10"
FALSE,"?1,901,565.00",20×ù2203ºÅ,131.48,"?14,462.77","?570,469.50","?1,331,095.50"
FALSE,"?1,902,897.00",20×ù903ºÅ,131.48,"?14,472.90","?570,869.10","?1,332,027.90"
FALSE,"?1,905,274.00",21×ù2601ºÅ,139.77,"?13,631.49","?571,582.20","?1,333,691.80"
FALSE,"?1,905,483.00",20×ù1003ºÅ,131.48,"?14,492.57","?571,644.90","?1,333,838.10"
FALSE,"?1,905,483.00",20×ù2103ºÅ,131.48,"?14,492.57","?571,644.90","?1,333,838.10"
FALSE,"?1,905,749.00",20×ù501ºÅ,139.83,"?13,629.04","?571,724.70","?1,334,024.30"
FALSE,"?1,908,127.00",20×ù1103ºÅ,131.48,"?14,512.68","?572,438.10","?1,335,688.90"
FALSE,"?1,909,458.00",21×ù2501ºÅ,139.77,"?13,661.43","?572,837.40","?1,336,620.60"
FALSE,"?1,909,458.00",20×ù2003ºÅ,131.48,"?14,522.80","?572,837.40","?1,336,620.60"
FALSE,"?1,910,789.00",20×ù1203ºÅ,131.48,"?14,532.93","?573,236.70","?1,337,552.30"
FALSE,"?1,913,376.00",20×ù1303ºÅ,131.48,"?14,552.60","?574,012.80","?1,339,363.20"
FALSE,"?1,913,376.00",20×ù1903ºÅ,131.48,"?14,552.60","?574,012.80","?1,339,363.20"
FALSE,"?1,917,350.00",20×ù1803ºÅ,131.48,"?14,582.83","?575,205.00","?1,342,145.00"
FALSE,"?1,917,826.00",21×ù701ºÅ,139.77,"?13,721.30","?575,347.80","?1,342,478.20"
FALSE,"?1,917,826.00",21×ù2301ºÅ,139.77,"?13,721.30","?575,347.80","?1,342,478.20"
FALSE,"?1,918,682.00",20×ù1503ºÅ,131.48,"?14,592.96","?575,604.60","?1,343,077.40"
FALSE,"?1,918,872.00",21×ù1401ºÅ,139.77,"?13,728.78","?575,661.60","?1,343,210.40"
FALSE,"?1,919,727.00",20×ù601ºÅ,139.83,"?13,729.01","?575,918.10","?1,343,808.90"
FALSE,"?1,920,602.00",21×ù801ºÅ,139.77,"?13,741.16","?576,180.60","?1,344,421.40"
FALSE,"?1,921,249.00",20×ù1603ºÅ,131.48,"?14,612.48","?576,374.70","?1,344,874.30"
FALSE,"?1,921,249.00",20×ù1703ºÅ,131.48,"?14,612.48","?576,374.70","?1,344,874.30"
FALSE,"?1,922,010.00",21×ù2201ºÅ,139.77,"?13,751.23","?576,603.00","?1,345,407.00"
FALSE,"?1,923,436.00",21×ù901ºÅ,139.77,"?13,761.44","?577,030.80","?1,346,405.20"
FALSE,"?1,926,194.00",21×ù1001ºÅ,139.77,"?13,781.17","?577,858.20","?1,348,335.80"
FALSE,"?1,926,194.00",21×ù2101ºÅ,139.77,"?13,781.17","?577,858.20","?1,348,335.80"
FALSE,"?1,928,980.00",21×ù1101ºÅ,139.77,"?13,801.10","?578,694.00","?1,350,286.00"
FALSE,"?1,930,377.00",21×ù2001ºÅ,139.77,"?13,811.10","?579,113.10","?1,351,263.90"
FALSE,"?1,931,804.00",21×ù1201ºÅ,139.77,"?13,821.31","?579,541.20","?1,352,262.80"
FALSE,"?1,934,580.00",21×ù1301ºÅ,139.77,"?13,841.17","?580,374.00","?1,354,206.00"
FALSE,"?1,934,580.00",21×ù1901ºÅ,139.77,"?13,841.17","?580,374.00","?1,354,206.00"
FALSE,"?1,938,764.00",21×ù1801ºÅ,139.77,"?13,871.10","?581,629.20","?1,357,134.80"
FALSE,"?1,940,172.00",21×ù1501ºÅ,139.77,"?13,881.18","?582,051.60","?1,358,120.40"
FALSE,"?1,942,958.00",21×ù1601ºÅ,139.77,"?13,901.11","?582,887.40","?1,360,070.60"
FALSE,"?1,942,958.00",21×ù1701ºÅ,139.77,"?13,901.11","?582,887.40","?1,360,070.60"
FALSE,"?1,958,524.00",20×ù2401ºÅ,139.83,"?14,006.46","?587,557.20","?1,370,966.80"
FALSE,"?1,960,255.00",20×ù2801ºÅ,139.83,"?14,018.84","?588,076.50","?1,372,178.50"
FALSE,"?1,964,438.00",20×ù2701ºÅ,139.83,"?14,048.76","?589,331.40","?1,375,106.60"
FALSE,"?1,968,633.00",20×ù2601ºÅ,139.83,"?14,078.76","?590,589.90","?1,378,043.10"
FALSE,"?1,972,882.00",20×ù2501ºÅ,139.83,"?14,109.15","?591,864.60","?1,381,017.40"
FALSE,"?1,981,250.00",20×ù701ºÅ,139.83,"?14,168.99","?594,375.00","?1,386,875.00"
FALSE,"?1,981,250.00",20×ù2301ºÅ,139.83,"?14,168.99","?594,375.00","?1,386,875.00"
FALSE,"?1,982,296.00",20×ù1401ºÅ,139.83,"?14,176.47","?594,688.80","?1,387,607.20"
FALSE,"?1,984,027.00",20×ù801ºÅ,139.83,"?14,188.85","?595,208.10","?1,388,818.90"
FALSE,"?1,985,434.00",20×ù2201ºÅ,139.83,"?14,198.91","?595,630.20","?1,389,803.80"
FALSE,"?1,986,861.00",20×ù901ºÅ,139.83,"?14,209.12","?596,058.30","?1,390,802.70"
FALSE,"?1,989,618.00",20×ù1001ºÅ,139.83,"?14,228.84","?596,885.40","?1,392,732.60"
FALSE,"?1,989,618.00",20×ù2101ºÅ,139.83,"?14,228.84","?596,885.40","?1,392,732.60"
FALSE,"?1,992,405.00",20×ù1101ºÅ,139.83,"?14,248.77","?597,721.50","?1,394,683.50"
FALSE,"?1,993,821.00",20×ù2001ºÅ,139.83,"?14,258.89","?598,146.30","?1,395,674.70"
FALSE,"?1,995,228.00",20×ù1201ºÅ,139.83,"?14,268.96","?598,568.40","?1,396,659.60"
FALSE,"?1,998,005.00",20×ù1301ºÅ,139.83,"?14,288.81","?599,401.50","?1,398,603.50"
FALSE,"?1,998,005.00",20×ù1901ºÅ,139.83,"?14,288.81","?599,401.50","?1,398,603.50"
FALSE,"?2,002,198.00",20×ù1801ºÅ,139.83,"?14,318.80","?600,659.40","?1,401,538.60"
FALSE,"?2,003,596.00",20×ù1501ºÅ,139.83,"?14,328.80","?601,078.80","?1,402,517.20"
FALSE,"?2,006,449.00",20×ù1601ºÅ,139.83,"?14,349.20","?601,934.70","?1,404,514.30"
FALSE,"?2,006,449.00",20×ù1701ºÅ,139.83,"?14,349.20","?601,934.70","?1,404,514.30"
FALSE,"?2,069,683.00",20×ù303ºÅ,131.48,"?15,741.43","?620,904.90","?1,448,778.10"
FALSE,"?2,191,851.00",¶«Çø124ºÅÉÌÆÌ,78.28,"?28,000.14","?657,555.30","?1,534,295.70"
FALSE,"?2,699,211.00",¶«Çø123ºÅÉÌÆÌ,96.4,"?28,000.11","?809,763.30","?1,889,447.70"
FALSE,"?2,781,730.00",¶«Çø128ºÅÉÌÆÌ,99.35,"?27,999.30","?834,519.00","?1,947,211.00"
FALSE,"?2,781,730.00",¶«Çø127ºÅÉÌÆÌ,99.35,"?27,999.30","?834,519.00","?1,947,211.00"
FALSE,"?2,781,730.00",¶«Çø129ºÅÉÌÆÌ,99.35,"?27,999.30","?834,519.00","?1,947,211.00"
FALSE,"?2,783,295.00",¶«Çø133ºÅÉÌÆÌ,99.4,"?28,000.96","?834,988.50","?1,948,306.50"
FALSE,"?2,783,295.00",¶«Çø131ºÅÉÌÆÌ,99.4,"?28,000.96","?834,988.50","?1,948,306.50"
FALSE,"?2,783,295.00",¶«Çø130ºÅÉÌÆÌ,99.4,"?28,000.96","?834,988.50","?1,948,306.50"
FALSE,"?2,783,295.00",¶«Çø132ºÅÉÌÆÌ,99.4,"?28,000.96","?834,988.50","?1,948,306.50"
FALSE,"?2,872,121.00",¶«Çø122ºÅÉÌÆÌ,102.58,"?27,998.84","?861,636.30","?2,010,484.70"
FALSE,"?3,114,721.00",¶«Çø126ºÅÉÌÆÌ,111.24,"?28,000.01","?934,416.30","?2,180,304.70"
FALSE,"?3,151,752.00",¶«Çø120ºÅÉÌÆÌ,112.56,"?28,000.64","?945,525.60","?2,206,226.40"
FALSE,"?3,162,541.00",¶«Çø119ºÅÉÌÆÌ,112.95,"?27,999.48","?948,762.30","?2,213,778.70"
FALSE,"?3,336,909.00",¶«Çø121ºÅÉÌÆÌ,119.18,"?27,998.90","?1,001,072.70","?2,335,836.30"
FALSE,"?3,638,701.00",¶«Çø125ºÅÉÌÆÌ,129.95,"?28,000.78","?1,091,610.30","?2,547,090.70"
FALSE,"?3,966,925.00",¶«Çø134ºÅÉÌÆÌ,141.68,"?27,999.19","?1,190,077.50","?2,776,847.50"
sold,price,name,size,,,
